customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
6580-WPVWW,2021-09-16,Organic,2021-10-16,Basic,Monthly,,,7.48,228.0,69,0,Meera,India,Tamil Nadu,Male,1995-09-14,2025-12-21,N,38.0,1.0
4129-JZTXP,2022-07-27,Paid,2022-08-26,Standard,Monthly,2026-01-30,Poor Support,12.88,1035.0,78,1,Priya,India,Punjab,Male,1974-07-10,2025-01-15,Y,65.0,2.0
9291-STEOT,2022-08-13,Paid,2023-08-13,Standard,Annual,,,10.96,954.0,8,0,Aarav,India,Gujarat,Female,1979-07-31,,,,
7614-YIHZZ,2023-10-25,Paid,2024-10-24,Premium,Annual,,,,1521.0,78,0,Aarav,India,Karnataka,Male,2009-06-23,2025-12-04,N,31.0,2.0
1818-JYFUC,2023-08-18,Paid,2023-09-17,Basic,Monthly,2025-09-14,Poor Streaming Quality,,370.0,32,1,Riya,India,Nagaland,Female,2002-10-11,2025-05-23,N,10.0,1.0
1802-UPOWH,2021-10-08,Referral,2021-11-07,Premium,Monthly,,,23.43,1322.0,68,0,Ishita,India,Delhi,Female,2006-12-28,2025-11-01,N,90.0,2.0
5044-PTIQL,2026-07-23,Refferal,2026-08-22,Standard,Monthly,2026-07-29,Poor Streaming Quality,16.06,428.0,66,1,Pooja,India,West Bengal,Female,2010-04-18,,,,
5430-WKRYT,2025-02-06,Organic,2026-02-06,Standard,Annual,,,14.75,694.0,20,0,Vikram,India,Meghalaya,Female,2006-10-14,,,,
9886-PHZQG,2022-01-06,Organic,2022-02-05,Standard,Monthly,,,12.23,932.0,57,0,Rahul,India,Gujarat,Female,1990-11-02,2025-03-12,N,74.0,2.0
3187-GVCTO,2021-02-17,Organic,2022-02-17,Premium,Annual,2024-04-23,Forgot To Cancel Trial,23.24,1272.0,74,1,Riya,India,Gujarat,Male,1984-04-08,2026-05-16,N,71.0,2.0
0756-PTSNI,2023-02-13,Organic,2023-03-15,Premium,Monthly,2023-08-28,Not Enough Content,22.33,1613.0,57,1,Nisha,India,Meghalaya,Male,1981-07-24,2025-04-23,N,50.0,3.0
1658-AJQAZ,2025-02-20,Paid,2026-02-20,Standard,Annual,2025-08-27,Forgot To Cancel Trial,13.41,809.0,81,1,Sanjay,India,Nagaland,Female,1988-08-30,2025-10-09,N,56.0,1.0
5868-HZEYH,2023-12-24,Paid,2024-01-23,Standard,Monthly,2024-08-02,Forgot To Cancel Trial,17.73,905.0,91,1,Sneha,India,Karnataka,Male,1973-01-16,2023-12-16,N,38.0,1.0
3811-LZGZJ,2023-03-20,Organic,2024-03-19,Basic,Annual,2025-02-18,Service Quality,6.62,188.0,85,1,Aarav,India,Punjab,Female,1978-07-22,2023-07-30,N,11.0,3.0
2868-QSIDK,2026-05-31,Organic,2027-05-31,Basic,Annual,2026-06-14,Forgot To Cancel Trial,7.43,595.0,24,1,Sneha,India,Meghalaya,Male,2001-01-24,,,,
5414-BCXAK,2024-11-15,Organic,2024-12-15,Basic,Monthly,,,6.03,615.0,23,0,Pooja,India,Delhi,Male,1996-07-30,,,,
7643-IMCUQ,2022-06-12,Paid,2022-07-12,Basic,Monthly,,,6.9,421.0,46,0,Neha,India,Maharashtra,Female,1977-02-26,2024-12-06,Y,47.0,1.0
8519-WJBJD,2022-01-12,Paid,2023-01-12,Standard,Annual,2023-10-31,Service Quality,16.47,737.0,44,1,Ishita,India,Maharashtra,Male,1986-02-27,2025-01-13,N,73.0,2.0
5343-DXPGX,2021-01-13,Organic,2022-01-13,Standard,Annual,2022-07-21,Poor Streaming Quality,17.76,712.0,62,1,Aarav,India,Punjab,Male,1998-07-03,2025-10-05,N,69.0,1.0
7701-LDIPT,2024-04-28,Paid,2025-04-28,Standard,Annual,,,13.51,878.0,69,0,Aditya,India,Telangana,Male,1995-02-07,2025-03-02,N,13.0,1.0
2636-THGLE,2021-10-14,Paid,2021-11-13,Standard,Monthly,2024-10-09,Poor Support,14.32,742.0,25,1,Arjun,India,Uttar Pradesh,Male,2005-09-16,2025-01-19,N,43.0,2.0
4060-JHUIS,2021-04-30,Organic,2022-04-30,Basic,Annual,,,7.0,643.0,84,0,Kavya,India,Haryana,Male,2002-05-25,2026-06-29,N,69.0,1.0
7208-RHVGH,2022-12-06,Referral,2023-01-05,Standard,Monthly,,,16.61,763.0,46,0,Arjun,India,Maharashtra,Female,1978-05-20,2025-07-27,N,29.0,5.0
8752-ISBPW,2025-12-15,Paid,2026-12-15,Basic,Annual,2026-08-04,Poor Streaming Quality,5.26,443.0,91,1,Nisha,India,Uttar Pradesh,Male,1982-02-25,,,,
7093-PWHJB,2021-04-20,Organic,2021-05-20,Basic,Monthly,2023-04-06,Poor Support,4.99,890.0,14,1,Aditya,India,Delhi,Male,1995-05-03,2025-05-15,Y,81.0,2.0
6990-STTDR,2024-08-18,Paid,2024-09-17,Premium,Monthly,,,21.68,1762.0,89,0,Rohan,India,Gujarat,Male,1986-01-19,2026-05-20,N,16.0,1.0
7638-FMXKT,2024-12-22,Paid,2025-12-22,Basic,Annual,,,5.64,498.0,32,0,Pooja,India,Kerala,Male,1983-11-18,2024-11-23,N,8.0,1.0
5314-RQQUX,2021-02-13,Organic,2022-02-13,Standard,Annual,,,15.23,1176.0,92,0,Ishita,India,Karnataka,Male,2005-10-07,,,,
2973-YQPIK,2024-12-13,Organic,2025-12-13,Standard,Annual,,,12.89,888.0,87,0,Kavya,India,Punjab,Male,1992-08-16,2024-11-18,N,25.0,2.0
6523-JHVKQ,2024-02-20,Organic,2024-03-21,Standard,Monthly,2025-05-05,Poor Support,13.2,865.0,82,1,Aarav,India,Kerala,Male,1999-07-15,2024-11-16,N,26.0,2.0
0335-CWDUX,2023-08-21,Paid,2023-09-20,Standard,Monthly,,,12.26,1230.0,2,0,Priya,India,West Bengal,Male,1980-03-05,2026-02-21,Y,67.0,5.0
4825-WLYGL,2024-09-26,Organic,2025-09-26,Premium,Annual,,,21.84,1262.0,43,0,Vivaan,India,Haryana,Female,1985-07-06,2025-05-30,N,28.0,3.0
3903-UBVAI,2025-10-18,Organic,2026-10-18,Standard,Annual,,,11.0,1189.0,44,0,Kavya,India,West Bengal,Male,1980-06-06,2023-08-10,Y,44.0,1.0
5969-DMZVA,2026-01-12,Refferal,2027-01-12,Standard,Annual,2026-04-18,Too Expensive,13.6,624.0,57,1,Vikram,India,West Bengal,Female,1977-06-07,2026-03-16,N,41.0,5.0
5926-PBQNR,2022-02-23,Refferal,2023-02-23,Basic,Annual,,,6.18,588.0,5,0,Amit,India,West Bengal,Female,1973-07-08,2026-01-25,N,90.0,2.0
2991-GTSEF,2025-08-21,Paid,2025-09-20,Basic,Monthly,,,8.74,407.0,42,0,Kavya,India,Telangana,Female,1980-08-19,2026-06-08,N,24.0,1.0
5872-VFFVS,2021-01-21,Refferal,2021-02-20,Standard,Monthly,,,16.06,726.0,75,0,Pooja,India,Uttar Pradesh,Male,1986-09-23,2025-12-21,N,61.0,1.0
9024-UYEHG,2022-11-16,Paid,2022-12-16,Basic,Monthly,2025-04-05,Service Quality,6.81,293.0,28,1,Aditya,India,Karnataka,Male,1998-03-13,2025-12-05,N,57.0,2.0
0576-URCFE,2025-02-28,Organic,2026-02-28,Basic,Annual,,,5.55,623.0,66,0,Vikram,India,Uttar Pradesh,Female,2007-11-24,2025-06-23,N,13.0,2.0
4043-LHYFO,2024-09-27,Paid,2024-10-27,Premium,Monthly,,,21.79,1807.0,38,0,Rohan,India,Haryana,Female,1971-03-01,2026-05-28,N,81.0,2.0
4392-KVZAM,2025-06-30,Organic,2026-06-30,Premium,Annual,,,26.21,1868.0,3,0,Rohan,India,Tamil Nadu,Male,2008-12-13,2025-12-16,Y,54.0,2.0
1212-LQKII,2023-12-01,Paid,2023-12-31,Basic,Monthly,,,7.22,763.0,89,0,Amit,India,Haryana,Female,2010-08-14,2024-04-29,N,96.0,1.0
3015-IJRCB,2023-05-04,Paid,2023-06-03,Standard,Monthly,,,17.94,409.0,9,0,Neha,India,Meghalaya,Male,1993-02-01,2023-10-04,N,22.0,1.0
5178-RGFQJ,2025-05-25,Organic,2026-05-25,Basic,Annual,2025-06-03,Service Quality,11.04,467.0,25,1,Neha,Nepal,Kathmandu,Male,1980-02-25,2023-09-05,N,30.0,2.0
7366-DDOKS,2022-07-31,Organic,2023-07-31,Standard,Annual,,,14.92,912.0,72,0,Meera,India,Gujarat,Female,1993-04-29,,,,
5072-JEETF,2025-01-29,Organic,2026-01-29,Standard,Annual,,,13.0,117.0,8,0,Pooja,India,Tamil Nadu,Female,1996-02-03,2023-08-08,N,64.0,1.0
5035-VXGCU,2025-05-27,Refferal,2026-05-27,Basic,Annual,,,7.42,195.0,64,0,Kavya,India,Telangana,Female,1978-07-23,2024-07-07,N,93.0,1.0
6879-IPESS,2025-11-01,Organic,2026-11-01,Basic,Annual,,,8.58,50.0,54,0,Neha,India,Kerala,Female,1997-04-30,2023-04-08,Y,82.0,1.0
3010-MIADY,2023-03-09,Organic,2023-04-08,Standard,Monthly,,,15.35,947.0,45,0,Arjun,India,Tamil Nadu,Female,1979-10-24,2025-10-23,N,23.0,2.0
4572-DBJZK,2022-12-21,Organic,2023-12-21,Standard,Annual,,,18.34,726.0,3,0,Meera,India,Uttar Pradesh,Female,1987-10-21,2025-10-22,N,15.0,1.0
9993-MTUAA,2022-02-09,Referral,2022-03-11,Basic,Monthly,2024-08-31,Too Expensive,11.3,463.0,58,1,Sanjay,India,Telangana,Male,1979-12-14,,,,
9225-YDQYY,2022-05-21,Organic,2023-05-21,Basic,Annual,,,4.99,81.0,78,0,Rohan,India,West Bengal,Female,1977-07-12,2026-07-19,N,58.0,1.0
2980-VQYDP,2023-12-29,Organic,2024-12-28,Standard,Annual,2024-09-27,Poor Support,17.74,562.0,73,1,Sanjay,India,Rajasthan,Male,2004-06-27,2026-05-19,Y,27.0,1.0
0268-JALVR,2023-03-27,Organic,2023-04-26,Basic,Monthly,2026-06-27,Forgot To Cancel Trial,6.7,273.0,77,1,Aditya,India,Karnataka,Male,1992-07-22,2024-08-19,N,60.0,1.0
3184-LJTGC,2026-04-09,Organic,2026-05-09,Standard,Monthly,2026-05-07,Switched To Competitor,11.45,733.0,77,1,Sanjay,Nepal,Kathmandu,Female,1980-11-16,2023-12-28,N,45.0,1.0
5078-VMFBY,2023-06-14,Organic,2024-06-13,Standard,Annual,,,,1095.0,12,0,Kavya,India,Uttar Pradesh,Male,1985-12-22,2025-01-27,Y,61.0,2.0
7612-EBDJV,2025-05-20,Organic,2026-05-20,Standard,Annual,,,14.6,348.0,96,0,Priya,India,Gujarat,Male,1988-11-26,2025-04-16,N,69.0,3.0
1618-VATHY,2025-09-12,Paid,2025-10-12,Standard,Monthly,,,12.74,781.0,8,0,Meera,India,Gujarat,Female,1995-06-14,2025-01-30,N,97.0,1.0
4770-HGVKJ,2023-04-21,Paid,2023-05-21,Standard,Monthly,2024-01-09,Poor Support,13.53,1022.0,5,1,Aditya,India,Meghalaya,Female,1973-04-15,2024-02-17,N,61.0,1.0
7362-NRLBA,2024-11-22,Organic,2024-12-22,Basic,Monthly,2025-02-26,Service Quality,5.49,407.0,48,1,Pooja,India,Uttar Pradesh,Female,2009-01-10,2024-08-14,N,14.0,2.0
0414-ONTXE,2024-05-30,Paid,2025-05-30,Standard,Annual,,,11.28,1108.0,71,0,Riya,India,Haryana,Female,2003-07-28,2025-10-26,N,71.0,2.0
9572-YQNEE,2022-03-07,Referral,2022-04-06,Premium,Monthly,2022-06-17,Poor Support,22.99,1676.0,14,1,Meera,India,Maharashtra,Male,1973-02-11,2024-11-19,Y,96.0,2.0
0210-QLEDB,2023-12-16,Paid,2024-12-15,Standard,Annual,,,12.79,670.0,25,0,Aditya,India,Delhi,Female,1976-02-10,2024-03-10,N,76.0,3.0
6417-RQCBC,2025-02-01,Paid,2026-02-01,Standard,Annual,,,14.59,601.0,70,0,Nisha,India,Rajasthan,Male,2010-06-03,2023-11-10,N,58.0,1.0
7521-THBIV,2021-01-04,Organic,2021-02-03,Standard,Monthly,,,19.74,1284.0,64,0,Ishita,India,Gujarat,Female,1999-11-03,,,,
1454-UMDYN,2024-12-29,Paid,2025-12-29,Standard,Annual,,,15.83,781.0,43,0,Amit,India,Meghalaya,Male,1971-10-11,2025-11-29,Y,47.0,1.0
6722-CJQQB,2022-08-26,Organic,2023-08-26,Standard,Annual,,,13.52,1113.0,87,0,Kavya,India,West Bengal,Female,1981-01-27,2025-03-07,N,78.0,1.0
6051-YUFXR,2021-07-21,Organic,2021-08-20,Standard,Monthly,,,14.47,1341.0,8,0,Sanjay,India,Kerala,Male,1976-07-15,2025-09-24,N,44.0,2.0
0592-DXFCL,2024-11-20,Paid,2024-12-20,Premium,Monthly,,,26.67,1384.0,22,0,Vivaan,India,Gujarat,Female,1977-10-24,2024-03-08,Y,28.0,2.0
5266-ORZTA,2025-09-18,Paid,2025-10-18,Standard,Monthly,,,15.18,929.0,63,0,Neha,India,West Bengal,Female,2005-12-09,2025-03-17,Y,88.0,3.0
0907-AKJYJ,2022-03-07,Organic,2023-03-07,Basic,Annual,,,5.47,162.0,68,0,Meera,India,Punjab,Female,2009-06-03,2025-02-28,N,98.0,2.0
0329-WGXUW,2023-01-11,Paid,2023-02-10,Standard,Monthly,,,10.5,1223.0,39,0,Rahul,India,Uttar Pradesh,Male,2006-12-04,2025-02-21,N,100.0,2.0
8200-DQKQT,2024-07-17,Organic,2025-07-17,Basic,Annual,2025-05-17,Forgot To Cancel Trial,5.72,388.0,64,1,Vivaan,India,West Bengal,Male,1998-11-15,2026-07-12,Y,38.0,1.0
5021-IXRXG,2026-03-24,Paid,2027-03-24,Premium,Annual,2026-06-03,Poor Streaming Quality,23.91,1668.0,35,1,Sanjay,India,Gujarat,Male,2003-01-11,2024-06-06,Y,10.0,1.0
8385-ILWJG,2021-11-24,Refferal,2022-11-24,Premium,Annual,,,20.99,1343.0,62,0,Karan,India,Delhi,Female,1975-10-19,2025-07-30,N,35.0,1.0
9156-ZIHFA,2022-11-14,Organic,2022-12-14,Basic,Monthly,,,9.86,576.0,53,0,Nisha,India,Nagaland,Male,1975-12-19,2025-06-03,Y,91.0,3.0
5539-GWEQN,2025-09-25,Organic,2025-10-25,Standard,Monthly,,,17.3,,96,0,Sanjay,India,Nagaland,Female,2008-04-06,2026-04-28,Y,49.0,1.0
6127-CMQIW,2021-03-14,Refferal,2022-03-14,Standard,Annual,,,13.18,1059.0,55,0,Ishita,India,Kerala,Female,1974-08-03,2025-01-09,Y,91.0,1.0
5306-JAEMK,2022-09-04,Organic,2023-09-04,Basic,Annual,2022-12-14,Poor Support,7.84,94.0,21,1,Aditya,India,Nagaland,Male,1991-12-21,2024-04-11,N,26.0,2.0
8717-UEPLC,2022-02-02,Referral,2023-02-02,Basic,Annual,,,12.14,464.0,47,0,Meera,India,Rajasthan,Female,1995-07-13,2026-01-07,Y,19.0,2.0
6666-NCMTI,2023-09-11,Organic,2024-09-10,Basic,Annual,,,5.4,717.0,47,0,Pooja,India,Uttar Pradesh,Male,2011-01-08,2025-03-23,N,55.0,1.0
3583-CFZQE,2025-09-27,Organic,2025-10-27,Basic,Monthly,,,8.08,507.0,59,0,Priya,India,West Bengal,Female,1981-05-07,2026-01-14,N,47.0,2.0
4839-FLDQO,2022-07-30,Referral,2022-08-29,Standard,Monthly,2025-03-12,Poor Streaming Quality,14.5,1042.0,93,1,Sanjay,Nepal,Kathmandu,Female,2001-04-18,2025-03-09,Y,46.0,1.0
6342-LHGFL,2023-09-27,Paid,2024-09-26,Basic,Annual,2025-11-02,Forgot To Cancel Trial,7.3,268.0,99,1,Ananya,India,Uttar Pradesh,Male,1978-03-22,2025-02-12,Y,58.0,2.0
4527-RBHWX,2022-04-27,Paid,2023-04-27,Basic,Annual,2024-01-01,Not Enough Content,4.99,532.0,57,1,Sneha,India,Punjab,Male,1983-01-21,2023-02-23,Y,81.0,1.0
9309-HDFDY,2023-09-25,Organic,2024-09-24,,Annual,2023-10-20,Forgot To Cancel Trial,14.83,342.0,55,1,Ananya,Nepal,Kathmandu,Male,1986-09-08,2023-05-03,N,7.0,2.0
8835-VSIMV,2021-01-04,Organic,2021-02-03,Standard,Monthly,,,15.32,1455.0,95,0,Aditya,India,Kerala,Female,2006-08-09,2024-03-02,Y,80.0,1.0
8147-NVJKV,2021-08-10,Organic,2022-08-10,Standard,Annual,,,14.23,576.0,45,0,Aarav,India,Uttar Pradesh,Male,1976-10-13,2025-03-26,N,20.0,2.0
3778-TLHFP,2023-09-11,Organic,2023-10-11,Standard,Monthly,,,14.08,1063.0,27,0,Vivaan,India,Meghalaya,Male,2011-01-08,2023-09-23,Y,84.0,1.0
4808-JTACZ,2021-03-19,Paid,2021-04-18,Premium,Monthly,,,20.07,1506.0,48,0,Rohan,India,Karnataka,Male,1988-11-17,,,,
6642-OAPLP,2024-09-17,Organic,2025-09-17,Standard,Annual,2026-03-25,Poor Streaming Quality,14.64,885.0,6,1,Aarav,India,Karnataka,Male,1996-09-30,,,,
0432-OPHBZ,2022-12-24,Refferal,2023-12-24,Premium,Annual,,,23.7,1719.0,36,0,Riya,India,Maharashtra,Male,1989-10-16,2025-09-08,Y,59.0,2.0
7100-QTRDL,2024-12-14,Paid,2025-01-13,Standard,Monthly,,,12.64,453.0,29,0,Ishita,India,Meghalaya,Female,1987-02-11,2024-06-27,Y,37.0,2.0
8888-HZBIJ,2024-08-16,Organic,2024-09-15,Standard,Monthly,,,16.48,887.0,65,0,Aditya,India,West Bengal,Female,2006-10-22,,,,
6182-EFRHW,2022-09-07,Paid,2022-10-07,Standard,Monthly,,,14.23,331.0,27,0,Aarav,India,Delhi,Male,1990-02-22,2023-08-10,N,47.0,1.0
8704-HOIIR,2023-04-08,Organic,2024-04-07,Standard,Annual,,,14.58,730.0,64,0,Aditya,India,Uttar Pradesh,Male,2001-05-10,2025-11-14,Y,83.0,1.0
2947-DGYGJ,2021-12-06,Refferal,2022-12-06,Standard,Annual,,,12.31,632.0,62,0,Rohan,India,Punjab,Female,1997-03-30,2026-05-09,N,87.0,2.0
6296-CGEYY,2024-11-25,Paid,2024-12-25,Standard,Monthly,2025-05-28,Too Expensive,12.53,379.0,68,1,Amit,India,Telangana,Female,1989-09-07,2024-01-24,Y,68.0,1.0
7562-GQRWE,2024-11-15,Organic,2024-12-15,Standard,Monthly,,,16.38,665.0,53,0,Sneha,Nepal,Kathmandu,Female,2010-07-10,2026-01-31,N,80.0,1.0
7368-FOWBD,2024-06-09,Paid,2024-07-09,Basic,Monthly,2026-07-26,Not Enough Content,5.85,462.0,49,1,Meera,India,Kerala,Male,1999-03-21,2026-05-20,N,32.0,2.0
8134-ARNJW,2022-10-20,Organic,2022-11-19,Premium,Monthly,2024-05-21,Poor Streaming Quality,24.83,1588.0,95,1,Vikram,India,Nagaland,Female,1975-03-06,2024-05-17,N,84.0,2.0
8492-IADCZ,2023-07-30,Referral,2023-08-29,Premium,Monthly,,,22.72,1866.0,10,0,Aditya,Nepal,Kathmandu,Male,2004-03-03,2026-03-09,N,17.0,1.0
5977-RGWST,2022-02-23,Paid,2023-02-23,Standard,Annual,2023-08-02,Switched To Competitor,16.18,763.0,40,1,Neha,India,Maharashtra,Female,1988-11-26,2026-07-12,Y,19.0,5.0
4694-SOJPI,2025-06-11,Organic,2025-07-11,Standard,Monthly,2026-03-07,Too Expensive,16.15,979.0,22,1,Meera,India,Tamil Nadu,Male,1982-02-05,2026-03-26,Y,48.0,4.0
9528-STSLY,2026-04-01,,2027-04-01,Standard,Annual,,,13.23,988.0,36,0,Vivaan,India,West Bengal,Female,1977-12-22,2026-05-27,N,48.0,2.0
2097-OBHOM,2026-03-18,Paid,2027-03-18,Premium,Annual,,,25.1,1421.0,69,0,Rahul,India,Maharashtra,Female,1975-03-04,2025-11-03,N,78.0,2.0
9412-PKLPU,2025-09-04,Organic,2025-10-04,Basic,Monthly,2026-07-31,Poor Support,5.32,280.0,95,1,Nisha,India,Uttar Pradesh,Male,1978-06-04,2024-11-13,N,14.0,2.0
2782-POAXO,2021-05-29,Refferal,2021-06-28,Standard,Monthly,2026-02-05,Switched To Competitor,14.9,838.0,9,1,Kavya,India,Nagaland,Male,2002-07-31,2026-06-15,Y,33.0,1.0
2438-QRXAK,2023-03-30,Paid,2023-04-29,Standard,Monthly,,,11.72,779.0,70,0,Aditya,India,Rajasthan,Male,1980-06-15,2024-10-04,Y,96.0,3.0
1821-ONMZN,2024-07-06,Paid,2025-07-06,Premium,Annual,,,22.34,1389.0,87,0,Kavya,India,West Bengal,Female,1982-11-27,2026-06-25,Y,29.0,2.0
4123-BHXLX,2022-05-11,Organic,2023-05-11,Standard,Annual,2022-07-08,Too Expensive,15.16,656.0,86,1,Pooja,India,Gujarat,Male,1984-10-07,2023-09-02,Y,83.0,1.0
5336-OLOBB,2024-08-25,Organic,2024-09-24,Standard,Monthly,2024-12-03,Poor Support,14.94,195.0,75,1,Vikram,India,Uttar Pradesh,Female,1978-10-20,,,,
4769-POLHS,2024-09-19,Organic,2025-09-19,Premium,Annual,,,21.99,1478.0,19,0,Ishita,India,Rajasthan,Female,2003-12-22,,,,
6055-BLSUH,2023-12-26,Refferal,2024-12-25,Standard,Annual,,,12.1,930.0,27,0,Vikram,India,Gujarat,Female,2003-04-21,2026-07-01,Y,76.0,2.0
9250-QLQWF,2022-06-19,Organic,2022-07-19,Standard,Monthly,2026-08-18,Not Enough Content,14.96,939.0,34,1,Priya,India,Nagaland,Female,2009-11-05,2026-07-19,N,37.0,1.0
1523-LCVZP,2024-10-18,Refferal,2024-11-17,Basic,Monthly,2026-01-10,Forgot To Cancel Trial,7.65,335.0,17,1,Kavya,India,Uttar Pradesh,Female,1990-08-25,2024-08-13,N,29.0,2.0
9798-BQLHI,2025-12-10,Paid,2026-01-09,Premium,Monthly,,,23.83,1816.0,47,0,Meera,India,Telangana,Male,1992-07-20,2025-04-07,N,68.0,4.0
5462-QEPYA,2025-09-10,Organic,2025-10-10,Standard,Monthly,,,18.93,872.0,60,0,Rahul,India,Nagaland,Female,1999-08-14,,,,
8785-PITQT,2022-11-27,Paid,2022-12-27,Premium,Monthly,,,22.13,1310.0,98,0,Ananya,India,Rajasthan,Male,2004-07-22,2026-04-21,N,52.0,3.0
0834-BQHGK,2022-01-23,,2023-01-23,Basic,Annual,2024-07-09,Poor Streaming Quality,10.33,371.0,63,1,Vikram,India,Telangana,Male,1988-04-24,2024-08-06,N,68.0,1.0
7258-EZKDB,2025-07-07,Paid,2025-08-06,Basic,Monthly,,,4.99,126.0,82,0,Neha,India,Kerala,Male,1992-07-15,2024-07-02,N,12.0,1.0
8575-CKRNG,2021-07-24,Refferal,2022-07-24,Premium,Annual,,,21.4,1695.0,94,0,Ananya,India,Punjab,Male,1983-02-22,2024-12-21,Y,67.0,2.0
1100-SMBEO,2022-04-26,Paid,2023-04-26,Standard,Annual,,,15.5,922.0,5,0,Vivaan,India,Uttar Pradesh,Female,1994-01-06,2026-01-12,N,100.0,5.0
1703-KDUQU,2025-11-15,Organic,2026-11-15,Standard,Annual,,,17.58,587.0,81,0,Sanjay,India,Uttar Pradesh,Female,2004-12-25,2023-08-17,Y,86.0,1.0
0547-JGQVF,2022-01-30,Referral,2022-03-01,Standard,Monthly,,,14.71,1065.0,8,0,Nisha,India,Gujarat,Male,1989-10-19,2026-01-23,N,25.0,1.0
7702-PVCZL,2024-09-09,Organic,2024-10-09,Standard,Monthly,,,11.67,548.0,92,0,Sneha,India,Gujarat,Female,1973-01-28,,,,
2817-EZWDL,2024-08-22,Refferal,2025-08-22,Basic,Annual,,,6.86,361.0,51,0,Aarav,India,Punjab,Male,2003-03-19,2025-01-28,N,82.0,1.0
7341-PEJJH,2025-02-03,Organic,2026-02-03,Basic,Annual,,,5.81,20.0,21,0,Ishita,India,Kerala,Male,1986-10-28,2025-02-15,N,79.0,2.0
9606-FSXUU,2025-01-11,Paid,2025-02-10,Standard,Monthly,,,13.88,910.0,26,0,Karan,India,Kerala,Male,2010-06-10,,,,
1608-DUTTK,2023-01-07,Paid,2023-02-06,Basic,Monthly,,,8.45,534.0,22,0,Sanjay,India,Rajasthan,Male,2008-02-02,2025-08-23,N,5.0,1.0
5245-AHNDD,2025-04-15,Organic,2025-05-15,Basic,Monthly,,,7.95,294.0,4,0,Ishita,India,Punjab,Male,1979-01-03,2024-01-16,N,90.0,2.0
0475-FZSYG,2024-02-29,Paid,2024-03-30,Premium,Monthly,,,22.86,1167.0,52,0,Rahul,India,Meghalaya,Male,2001-03-17,2025-12-05,Y,14.0,2.0
5997-XJRSV,2023-11-09,Organic,2024-11-08,Standard,Annual,,,15.57,838.0,7,0,Rohan,India,Gujarat,Male,1978-09-08,,,,
9694-PPWRJ,2021-12-29,Paid,2022-01-28,Standard,Monthly,,,14.4,722.0,88,0,Sanjay,India,Delhi,Male,2000-12-30,,,,
6309-OFNQX,2024-06-29,Paid,2024-07-29,Basic,Monthly,,,4.99,377.0,53,0,Aarav,India,Rajasthan,Male,2010-02-18,2024-05-20,N,78.0,1.0
5814-EZPHT,2021-05-27,Organic,2021-06-26,Standard,Monthly,2026-05-15,Poor Support,12.43,1084.0,21,1,Neha,India,Kerala,Female,2007-01-12,2026-02-02,N,94.0,1.0
3861-JVWNJ,2021-04-24,Organic,2022-04-24,Standard,Annual,2021-06-19,Poor Support,11.72,684.0,83,1,Karan,India,Uttar Pradesh,Male,1998-11-30,2025-12-26,N,100.0,2.0
8635-ETPWK,2022-03-28,Referral,2023-03-28,Standard,Annual,,,17.96,355.0,14,0,Meera,India,Meghalaya,Female,1972-02-16,2024-11-15,N,54.0,4.0
8323-ATBQF,2023-04-18,Paid,2024-04-17,Standard,Annual,,,17.95,656.0,82,0,Aditya,India,Meghalaya,Male,2002-01-06,2026-04-29,Y,7.0,4.0
9634-UCXGO,2024-07-01,Paid,2024-07-31,Standard,Monthly,,,15.48,964.0,43,0,Vivaan,Nepal,Kathmandu,Female,2010-04-19,2023-11-21,Y,87.0,1.0
0874-CGNOW,2023-01-24,Organic,2023-02-23,Basic,Monthly,2023-06-02,Forgot To Cancel Trial,9.36,156.0,38,1,Amit,India,Delhi,Male,2002-09-26,2026-05-03,Y,55.0,2.0
1671-TAHED,2026-07-01,Organic,2026-07-31,Basic,Monthly,,,5.95,723.0,67,0,Meera,India,Rajasthan,Female,1982-01-04,2023-03-15,Y,14.0,1.0
5854-XRWPB,2024-12-26,Paid,2025-01-25,Standard,Monthly,2025-12-18,Service Quality,16.34,856.0,28,1,Rahul,India,Uttar Pradesh,Male,1983-07-14,2025-04-13,N,96.0,1.0
3475-VBCVB,2022-06-27,Refferal,2023-06-27,Basic,Annual,2025-08-06,Not Enough Content,10.11,207.0,54,1,Sneha,India,West Bengal,Male,1983-08-10,2026-05-14,N,61.0,2.0
9594-TRNCK,2025-05-28,Paid,2025-06-27,,Monthly,2025-09-04,Service Quality,4.99,343.0,77,1,Neha,India,Punjab,Female,1995-09-09,2023-06-16,Y,34.0,1.0
8081-XLVUB,2021-07-05,Paid,2022-07-05,Basic,Annual,2024-05-26,Service Quality,4.99,120.0,12,1,Aarav,India,Meghalaya,Male,1971-01-23,2025-04-04,Y,58.0,3.0
6210-QOUXO,2025-11-29,Paid,2025-12-29,Premium,Monthly,2026-03-22,Switched To Competitor,23.46,1625.0,45,1,Ananya,India,Rajasthan,Male,1974-11-15,2025-02-02,N,94.0,1.0
3219-ZZRQC,2022-03-19,Paid,2022-04-18,Standard,Monthly,2025-12-03,Too Expensive,15.54,904.0,29,1,Aditya,India,Rajasthan,Female,1995-11-25,,,,
